date,Open,High,Low,Close,Volume
,AAPL,AAPL,AAPL,AAPL,AAPL
2020-01-02,71.54588227171874,72.59888386623527,71.29229630932706,72.53850555419922,135480400
2020-01-03,71.76566667933918,72.59405542623057,71.60868452797844,71.83329010009766,146322800
2020-01-06,70.95418800651902,72.44432080433776,70.7030121336898,72.40567779541016,118387200
2020-01-07,72.41533721540509,72.67134068922641,71.84536944211234,72.06514739990234,108872000
2020-01-08,71.76807876823776,73.5262949460089,71.76807876823776,73.22440338134766,132079200
2020-01-09,74.20253438813242,74.97296230565743,73.9513658951312,74.77975463867188,170108400
2020-01-10,75.01403533204297,75.51396965111952,74.44647758118805,74.94882202148438,140644800
2020-01-13,75.26520375211625,76.57661912211044,75.14685723047293,76.550048828125,121532000
2020-01-14,76.48726080979424,76.69737618985954,75.39320591637785,75.51637268066406,161954400
2020-01-15,75.31593080536074,76.19745295500711,74.76044574351113,75.19275665283203,121923600
2020-01-16,75.73617088763328,76.24576789106787,75.37390086098026,76.1346664428711,108829200
2020-01-17,76.38339587903954,76.97993392443253,76.07667669301796,76.97752380371094,137816400
2020-01-21,76.60559336877427,77.04755940221253,76.31819199284013,76.45585632324219,110843200
2020-01-22,76.94130052804331,77.28183515069573,76.63458130371416,76.72877502441406,101832400
2020-01-23,76.78190007438859,77.17797799443389,76.23366024847726,77.09828186035156,104472000
2020-01-24,77.34463502870749,78.08849275649891,76.68530106036428,76.8760986328125,146537600
2020-01-27,74.88360812840847,75.29659377968004,73.63257108817264,74.61553192138672,161940000
2020-01-28,75.49704725649863,76.89782122944564,75.39802593452413,76.72634887695312,162234000
2020-01-29,78.35899827586796,79.1801420756795,77.61755062731045,78.33242797851562,216229200
2020-01-30,77.41467418230894,78.27204343737134,76.98236331753509,78.21891021728516,126743200
2020-01-31,77.50885574859744,77.93150399168975,74.4561316996704,74.75077819824219,199588400
2020-02-03,73.49249228699044,75.71200004458515,72.99014787932889,74.54549407958984,173788400
2020-02-04,76.151548831137,77.19730542119127,75.74580830506335,77.00650787353516,136616400
2020-02-05,78.1343951037058,78.43387666484607,77.03068471315635,77.63446807861328,118826800
2020-02-06,77.90495019793212,78.54495899553537,77.34705504130429,78.54254150390625,105425600
2020-02-07,78.04141124169928,78.29076000098544,76.98349458931148,77.47492980957031,117684000
2020-02-10,76.05870463365227,77.84288024902344,75.97881937100627,77.84288024902344,109348800
2020-02-11,78.33919062909048,78.4118136218486,77.15538413187909,77.37326049804688,94323200
2020-02-12,77.8235277760248,79.21552479911539,77.8235277760248,79.21068572998047,113730400
2020-02-13,78.48200469564426,78.97343988034811,78.27865296968668,78.64662170410156,94747600
2020-02-14,78.61514926442095,78.91534147799902,78.15760972810558,78.6659927368164,80113600
2020-02-18,76.34437253292894,77.40713550005586,76.16280771158402,77.22557067871094,152531200
2020-02-19,77.46767279180867,78.57400976696101,77.46767279180867,78.34402465820312,93984000
2020-02-20,78.10435642626537,78.5933684199213,77.0343310134274,77.54029083251953,100566000
2020-02-21,77.13357171386221,77.57659398679,75.16783122272501,75.78514862060547,129554000
2020-02-24,71.96261025745015,73.63784411599852,70.01865663591204,72.1853256225586,222195200
2020-02-25,72.85593184219474,73.23842524425972,69.26820830101296,69.74027252197266,230673600
2020-02-26,69.36502045153675,72.11270274954929,69.35775815457548,70.84658813476562,198054800
2020-02-27,68.05050408823062,69.23672624207228,66.07991679515257,66.21548461914062,320605600
2020-02-28,62.27916414492055,67.39929122080478,62.06370365251087,66.17675018310547,426510000
2020-03-02,68.33614208076825,72.97451794226757,67.23222879467087,72.33782958984375,341397200
2020-03-03,73.5143929639958,73.59427823904339,69.18830204720706,70.04045104980469,319475600
2020-03-04,71.7641114774827,73.44903118653338,70.9628058782761,73.28925323486328,219178400
2020-03-05,71.54136786626883,72.51697572999595,70.54639634186374,70.91194915771484,187572800
2020-03-06,68.26838538116881,70.403589845972,68.08198145661343,69.97025299072266,226176800
2020-03-09,63.850334974458995,67.32185561789723,63.668770040882336,64.43618774414062,286744800
2020-03-10,67.09185293080515,69.34325431741347,65.21083618798149,69.07695770263672,285290000
2020-03-11,67.15237416724361,68.07956216167183,65.81362880191305,66.6778793334961,255598800
2020-03-12,61.95960092945028,65.36333551368728,60.037434101460896,60.09311294555664,418474000
2020-03-13,64.12626834922185,67.76482654964646,61.23575252455635,67.29275512695312,370732000
2020-03-16,58.572816419236986,62.719754836954735,58.10074857584745,58.63576126098633,322423600
2020-03-17,59.918825074630774,62.36389637725176,57.71341703004226,61.2139892578125,324056000
2020-03-18,58.04507418797264,60.521617752082875,57.403542823432716,59.71546936035156,300233600
2020-03-19,59.889757365721564,61.209127573407514,58.73258461093432,59.257911682128906,271857200
2020-03-20,59.83893935589746,60.964643798375334,55.195722054414446,55.49591064453125,401693200
2020-03-23,55.215078862447456,55.31675472983707,51.470001124172114,54.31693649291992,336752800
2020-03-24,57.21955717748085,59.96239727698541,56.72085964919753,59.76630783081055,287531200
2020-03-25,60.70318009593795,62.518828553443576,59.14172316127237,59.437068939208984,303602000
2020-03-26,59.67913853545302,62.62290626194224,59.64040382609186,62.5648078918457,252087200
2020-03-27,61.187354431284916,61.94266302499107,59.80746231049624,59.97450256347656,204216800
2020-03-30,60.700760441559225,61.85793342734731,60.376361777058186,61.68605041503906,167976400
2020-03-31,61.877297942194495,63.545269736802034,61.00578524680458,61.56016159057617,197002000
2020-04-01,59.67431113291772,60.21174335831203,57.890135142365466,58.321048736572266,176218400
2020-04-02,58.18305551478086,59.34749072840286,57.350277549943364,59.29423141479492,165934000
2020-04-03,58.77859676208636,59.48064606073332,57.851405121245946,58.44209671020508,129880000
2020-04-06,60.7394826329803,63.69535581741941,60.3715139261483,63.54042434692383,201820400
2020-04-07,65.55699908413254,65.77488277079468,62.700382304932994,62.80447769165039,202887200
2020-04-08,63.605797071493534,64.72665861508077,63.240251523791564,64.41194915771484,168895200
2020-04-09,65.04863383479294,65.38029109822737,64.0802880085237,64.87674713134766,161834800
2020-04-13,64.95420093873426,66.25905017179674,64.35382401129216,66.15010833740234,131022800
2020-04-14,67.7842217363413,69.78143541250135,67.31215009409136,69.49092864990234,194994800
2020-04-15,68.365216078865,69.31661411100032,67.93672569645638,68.85665130615234,131154400
2020-04-16,69.57081070155868,69.76932337939922,68.35311605698439,69.40377044677734,157125200
2020-04-17,68.91958300953867,69.46670067896375,67.02404221723192,68.4620361328125,215250000
2020-04-20,67.28794093663315,68.19091879039594,67.02164432762936,67.04100799560547,130015200
2020-04-21,66.8836393098129,67.11846344497374,64.25700003826536,64.96873474121094,180991600
2020-04-22,66.23727988733161,67.27583298086698,65.89594444342251,66.84008026123047,116862400
2020-04-23,66.78439882318551,68.20786856663918,66.54231233315308,66.58104705810547,124814400
2020-04-24,67.10637563628991,68.51289750296907,67.05795538482593,68.50321197509766,126161200
2020-04-27,68.21995585468255,68.88327772422247,67.77210185087893,68.55162048339844,117087600
2020-04-28,69.01399917951635,69.19556400981887,67.34845067537042,67.44043731689453,112004800
2020-04-29,68.92928107931384,70.12518879426327,68.72592933750241,69.6555404663086,137280800
2020-04-30,70.195396396661,71.30173342629523,69.8056406949222,71.12500762939453,183064000
2020-05-01,69.29723399286716,72.38383568163243,69.20040090766054,69.97991943359375,240616800
2020-05-04,70.00414724151751,71.09837541785019,69.31419932975179,70.9700698852539,133568000
2020-05-05,71.43003164134032,72.868025831844,71.28477828502723,72.03524780273438,147751200
2020-05-06,72.73728444031273,73.41028439938938,72.3523679150605,72.7784423828125,142333600
2020-05-07,73.40546686513248,73.8775384826827,73.102858748214,73.5313491821289,115215200
2020-05-08,74.1916086969269,75.33492052212418,73.86390577921274,75.2815170288086,133838400
2020-05-11,74.78872589751907,76.96125986084341,74.57996416486573,76.46607208251953,145946400
2020-05-12,77.15062231412254,77.60212591001033,75.47085322222706,75.59222412109375,162301200
2020-05-13,75.77185010542999,76.69427337454634,73.60173785754363,74.67951202392578,200622400
2020-05-14,73.91730709017112,75.19898348401253,73.19393386714296,75.13829803466797,158929200
2020-05-15,72.90749301488646,74.74019043820076,72.87350561087283,74.6940689086914,166348400
2020-05-18,76.01944652197729,76.8277733901168,75.3276309672179,76.45394897460938,135178400
2020-05-19,76.47095469800648,77.31812127307398,75.9806188920403,76.01217651367188,101729600
2020-05-20,76.8714672558423,77.56085304131686,76.83262768101243,77.49046325683594,111504800
2020-05-21,77.35208167148353,77.89339840392688,76.67483016093698,76.9127197265625,102688800
2020-05-22,76.65059056766172,77.49048269423649,76.54864314006622,77.40795135498047,81803200
2020-05-26,78.52695733358873,78.70658386082842,76.82776505743689,76.88359832763672,125522000
2020-05-27,76.7403955523751,77.3642363430493,76.00002862396322,77.21858978271484,112945200
2020-05-28,76.89330301256463,78.51239377679266,76.61658126415462,77.2525634765625,133560800
2020-05-29,77.49531352794295,77.9565214299296,76.82049167356892,77.17732238769531,153532400
2020-06-01,77.13121425847407,78.24782812585582,77.00013159984378,78.12645721435547,80791200
2020-06-02,77.8594283215851,78.51240432243173,77.41763649054919,78.48812866210938,87642800
2020-06-03,78.80854502107137,79.18236942622238,78.23567058388883,78.92020416259766,104491200
2020-06-04,78.74300918140095,79.04157682827717,77.86670750782196,78.24053192138672,87560400
2020-06-05,78.49056594239036,80.5295956699377,78.46143811037989,80.46891021728516,137250400
2020-06-08,80.16548014966298,80.97866666833863,79.45424844734958,80.9446792602539,95654400
2020-06-09,80.62425597002903,83.89398053792564,80.59269835430385,83.50074005126953,147712400
2020-06-10,84.44987222819896,86.11750723835495,84.01051015507953,85.64901733398438,166651600
2020-06-11,84.7921247209598,85.2169228066109,81.43500939497191,81.53695678710938,201662400
2020-06-12,83.67794801073093,84.42558944538845,81.12915928074322,82.24091339111328,200146000
2020-06-15,80.8936931849323,83.91097154593938,80.73105294291301,83.25799560546875,138808800
2020-06-16,85.3140322118676,85.73640798746258,83.67795482626669,85.46453094482422,165428800
2020-06-17,86.20976431386566,86.27044977479446,85.2242330210135,85.3456039428711,114406400
2020-06-18,85.30189085886494,85.7970861704287,84.77028576142695,85.37957000732422,96820400
2020-06-19,86.08594777647562,86.55200784219969,83.7823232639959,84.89165496826172,264476000
2020-06-22,85.28490176382967,87.25596396315328,85.23878022993338,87.11274719238281,135445200
2020-06-23,88.35800866828109,90.3921859871706,87.93806271848383,88.9721450805664,212155600
2020-06-24,88.60074867063001,89.520742080351,87.02777928766403,87.40160369873047,192623200
2020-06-25,87.5569729349939,88.6007597441656,86.79718989219901,88.56192016601562,137522400
2020-06-26,88.45753841975109,88.67843434218518,85.6927058184488,85.84078216552734,205256800
2020-06-29,85.74853519336081,87.91379516599585,85.27033358259102,87.81912231445312,130646000
2020-06-30,87.4064663250919,88.83864890811773,87.3870502400666,88.55220794677734,140223200
2020-07-01,88.6298685038104,89.17360766512026,88.33615305412683,88.38469696044922,110737200
2020-07-02,89.29255616257464,89.92853837615466,88.27061544704088,88.38469696044922,114041600
2020-07-06,89.8144735764797,91.2175210025209,89.7829159545549,90.74903106689453,118655600
2020-07-07,91.12768802006694,91.90688702119085,90.3557709756679,90.4674301147461,112424400
2020-07-08,91.44568456641123,92.60598999002299,91.35829367263958,92.57443237304688,117092000
2020-07-09,93.46772976135745,93.52113325517837,91.92389542563048,92.97254180908203,125642800
2020-07-10,92.56714748957603,93.19342541681863,91.9554408840775,93.13516235351562,90257200
2020-07-13,94.4410996810769,97.05300314383706,92.49188382770382,92.70549774169922,191649200
2020-07-14,92.08650612178975,94.43139230039652,91.15195631671575,94.23963165283203,170989200
2020-07-15,96.11604456670572,96.3660683335281,93.68862647798679,94.88777160644531,153198000
2020-07-16,93.7590086395202,94.57704721895716,93.12059659931413,93.72016906738281,110577600
2020-07-17,94.17166452732319,94.3270153946456,93.057473380001,93.53082275390625,92186800
2020-07-20,93.61822100588265,95.64025667561853,93.27352443554929,95.50189208984375,90318000
2020-07-21,96.29324176097793,96.36849112363207,93.93379125377636,94.1838150024414,103433200
2020-07-22,93.88523967276372,95.13050624366167,93.79785618394567,94.44840240478516,89001600
2020-07-23,94.18139001162552,94.25906916667438,89.33869547436655,90.14945220947266,197004400
2020-07-24,88.34586551167968,90.27080586872148,86.55685253817205,89.92610931396484,185438800
2020-07-27,90.98932597811024,92.14963136535167,90.76600769371073,92.05738830566406,121214000
2020-07-28,91.62774658169793,91.80495076068121,90.54026066225798,90.54512023925781,103625600
2020-07-29,91.02816746906157,92.4652020656453,90.9917576836522,92.28071594238281,90329200
2020-07-30,91.45295970570953,93.50170078916014,91.04515531955397,93.39732360839844,158130000
2020-07-31,99.89797314210472,103.32548653981968,97.89777545858072,103.17498779296875,374336800
2020-08-03,105.05865083451154,108.39635067212231,104.76008315372526,105.77474212646484,308151200
2020-08-04,105.96406844483113,107.57344762416928,105.24069527688243,106.48110961914062,173071600
2020-08-05,106.20196292493524,107.18749399981073,105.73589542861245,106.86707305908203,121776800
2020-08-06,107.19963324982751,111.0907840336135,106.60977244976479,110.59558868408203,202428800
2020-08-07,110.11651887547455,110.57369742283494,107.2834798046482,108.08110809326172,198045600
2020-08-10,109.52802993062933,110.67097638858233,106.99896497013046,109.65205383300781,212403600
2020-08-11,108.91521808960395,109.41373301574056,106.13081029496767,106.3910140991211,187902400
2020-08-12,107.48288378658236,110.18461136167227,107.2883431931704,109.92684173583984,165598000
2020-08-13,111.30807542804246,112.87658552884065,110.819282458527,111.87225341796875,210082000
2020-08-14,111.6971903401982,111.86255059040622,109.96088544926977,111.77257537841797,165565200
2020-08-17,112.89604173415177,112.92036115953931,110.85333616279125,111.4807357788086,119561600
2020-08-18,111.23270331319974,112.83525485693279,110.89711451437223,112.4096908569336,105633600
2020-08-19,112.81824963342837,113.96605702763473,112.4559145982573,112.55075073242188,145538000
2020-08-20,112.59208104980983,115.1624895192386,112.57505670786055,115.0481948852539,126907200
2020-08-21,116.008744414782,121.46083051491364,115.99658841174927,120.9769058227539,338054800
2020-08-24,125.18632749798864,125.27144919995426,120.55619671335445,122.42381286621094,345937600
2020-08-25,121.29548577928259,121.76482035926398,119.69536076539771,121.41950225830078,211495600
2020-08-26,122.73752407416738,123.52785723369402,121.66996279802345,123.0706787109375,163022400
2020-08-27,123.67376172285445,124.006916347084,120.45406109540708,121.59944152832031,155552400
2020-08-28,122.57459270019099,122.9928616302125,121.1787451014989,121.40247344970703,187630000
2020-08-31,124.09932594347109,127.42601869627453,122.56243019641671,125.51948547363281,225702700
2020-09-01,129.13801430731166,131.12236700060433,126.96885769324331,130.51927185058594,151948100
2020-09-02,133.83622664521172,134.21558595979664,123.53514962091081,127.81510162353516,200119000
2020-09-03,123.44762527133629,125.32496358779086,117.21250032267771,117.5821304321289,257599600
2020-09-04,116.79425468324428,120.32521849429399,107.86470278551758,117.65997314453125,332607200
2020-09-08,110.84119577898701,115.74369462203643,109.60584737773415,109.74202728271484,231366600
2020-09-09,114.06089437114895,115.88960121264321,112.11545871886855,114.11925506591797,176940500
